exam_id,exam_name,exam_category,organization,country,state,year,subject,topic,subtopic,difficulty,cognitive_level,question_type,question,options,correct_answer,explanation,marks,negative_marks,time_limit_seconds,language,source,tags,created_at,updated_at,question_hash
BITSAT_2026_0000001,BITSAT,Engineering,BITS Pilani,India,,2026,Reasoning,Puzzles,Arrangement,Easy,Apply,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['bitsat', 'reasoning', 'easy', 'assertion-reason']",2026-05-01T05:44:55.642646+00:00,2026-05-01T05:44:55.642646+00:00,8aaa707e634e9fa96ebd86cb0e116d67ce6d758c9c9d68b4192ec31e974687e1
IBPS_RRB_2026_0000002,IBPS RRB,Banking,IBPS,India,,2026,Geography,Physical Geography,Earthquakes,Easy,Remember,Case study questions,"A bank report shows branch deposits (in crore): A=56, B=79, C=72. Which branch has the highest deposits?","['A', 'B', 'C']",B,"Maximum value is 79, so branch B is correct.",3,0.5,120,English,Mock.AI Production Generator,"['ibps-rrb', 'geography', 'easy', 'case-study-questions']",2026-05-01T05:44:55.642684+00:00,2026-05-01T05:44:55.642684+00:00,71a3d30b7aa30754c7ceebd8dee79257857f9bdfcaf6f12b4082276e67c54956
CIVIL_JUDGE_2026_0000002,Civil Judge,Judicial,State Judicial Service,India,Various,2026,Biology,Genetics,DNA,Easy,Remember,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['civil-judge', 'biology', 'easy', 'assertion-reason']",2026-05-01T05:44:55.642718+00:00,2026-05-01T05:44:55.642718+00:00,98c7b4dc6745fb3c9a2b235e970b3c3bf3cff6823f4dac139ddd4b503f8585cf
INDIAN_ARMY_2026_0000003,Indian Army,Defense,Indian Army,India,,2026,Chemistry,Organic Chemistry,Hydrocarbons,Hard,Create,Fill in the blanks,RBI भारत का ____ बैंक है।,[],केंद्रीय,RBI भारत का केंद्रीय बैंक है।,1,0,30,Hindi,Mock.AI Production Generator,"['indian-army', 'chemistry', 'hard', 'fill-in-the-blanks']",2026-05-01T05:44:55.642753+00:00,2026-05-01T05:44:55.642753+00:00,7af3c26f9d2c16709d85d4daa660c0aba6a98863bfa456d59de75449e1ecf140
MPPSC_2026_0000002,MPPSC,State Government,MPPSC,India,Madhya Pradesh,2026,Data Structures,Arrays,Traversal,Easy,Apply,Fill in the blanks,RBI is the ____ bank of India.,[],central,RBI is India's central bank.,1,0,30,English,Mock.AI Production Generator,"['mppsc', 'data-structures', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.642878+00:00,2026-05-01T05:44:55.642878+00:00,76a811259871cdbf397503ddacd5678e1ea04619e706c8a2c86219c507be7f21
TSPSC_2026_0000003,TSPSC,State Government,TSPSC,India,Telangana,2026,Current Affairs,Sports,Major Events,Easy,Understand,Fill in the blanks,SQL stands for Structured Query ____.,[],Language,SQL expands to Structured Query Language.,1,0,30,English,Mock.AI Production Generator,"['tspsc', 'current-affairs', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.642917+00:00,2026-05-01T05:44:55.642917+00:00,6a78d8142614c9e056a2a9d8c19814c2920caee5419f20b604bc35f2e03e9480
CLAT_2026_0000004,CLAT,Entrance,Consortium of NLUs,India,,2026,Statistics,Hypothesis Testing,p-value,Hard,Evaluate,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,4,1,90,Hindi,Mock.AI Production Generator,"['clat', 'statistics', 'hard', 'assertion-reason']",2026-05-01T05:44:55.642953+00:00,2026-05-01T05:44:55.642953+00:00,3070f3bcd571340e6e682da29ce4a62121c0fe6fa4d0974449d2db7598453cdb
AP_EAMCET_2026_0000002,AP EAMCET,Engineering,APSCHE,India,Andhra Pradesh,2026,Geography,Indian Geography,Monsoon,Easy,Remember,Numerical problems,"यदि एक ट्रेन 13 किमी दूरी 1 घंटे में तय करती है, तो उसकी गति क्या होगी?",[],13.0 km/h,गति = दूरी/समय = 13/1 = 13.0 किमी/घंटा।,1,0,45,Hindi,Mock.AI Production Generator,"['ap-eamcet', 'geography', 'easy', 'numerical-problems']",2026-05-01T05:44:55.642994+00:00,2026-05-01T05:44:55.642994+00:00,2d15be1aad4de4c6f835e1bf0650ac9ba0bb1f4d44989b8b50d72cbc92d61a33
RRB_NTPC_2026_0000005,RRB NTPC,Railway,RRB,India,,2026,History,Medieval India,Delhi Sultanate,Easy,Remember,MCQ,18 + 2 का मान क्या है?,"['25', '19', '22', '20']",20,योग = 18 + 2 = 20।,1,0.25,30,Hindi,Mock.AI Production Generator,"['rrb-ntpc', 'history', 'easy', 'mcq']",2026-05-01T05:44:55.643039+00:00,2026-05-01T05:44:55.643039+00:00,45e1bc21b66f19d4922425123dbaff88212b4d0c4feca1775d351b4a4894053e
CMA_2026_0000002,CMA,Entrance,ICMAI,India,,2026,Economics,Public Finance,Fiscal Deficit,Easy,Understand,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['cma', 'economics', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.643074+00:00,2026-05-01T05:44:55.643074+00:00,ccfbbedc64e0158617fbe26747e7cf8b0351373818f7b0f333aa221dfc9b0122
JUDICIARY_EXAMS_2026_0000001,Judiciary Exams,Judicial,State Judiciary Recruitment,India,Various,2026,DBMS,Normalization,3NF,Medium,Apply,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=66, B=33, C=73 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",C,"अधिकतम मान 73 है, इसलिए शाखा C सही है।",2,0.5,120,Hindi,Mock.AI Production Generator,"['judiciary-exams', 'dbms', 'medium', 'case-study-questions']",2026-05-01T05:44:55.643114+00:00,2026-05-01T05:44:55.643114+00:00,b0c26aa73ff8afa346ae9cbf514a7f098d8fed1d981787fcba4e4f8cdb226da1
RBI_GRADE_B_2026_0000002,RBI Grade B,Banking,RBI,India,,2026,Algorithms,Graph Algorithms,Shortest Path,Easy,Apply,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['rbi-grade-b', 'algorithms', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.643193+00:00,2026-05-01T05:44:55.643193+00:00,1280b3fac2cc39c134ec3e751135a75f2d490c3328e6df8626af7e0d07562cdb
INDIAN_AIR_FORCE_2026_0000001,Indian Air Force,Defense,Indian Air Force,India,,2026,Operating Systems,Synchronization,Deadlock,Medium,Analyze,True/False,CPU का पूर्ण रूप Central Process Unit है।,"['सत्य', 'असत्य']",असत्य,सही पूर्ण रूप Central Processing Unit है।,1,0,40,Hindi,Mock.AI Production Generator,"['indian-air-force', 'operating-systems', 'medium', 'true/false']",2026-05-01T05:44:55.643384+00:00,2026-05-01T05:44:55.643384+00:00,803be2daed21bf2f98e0904e0cd1fe791337b5c6bcb050a7e78476fb073cf0bb
COMEDK_2026_0000001,COMEDK,Engineering,COMEDK,India,Karnataka,2026,DBMS,Normalization,3NF,Medium,Apply,Match the following,"Match: (A) CPU, (B) RAM, (C) HDD with (1) Storage, (2) Processing, (3) Temporary Memory.","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,English,Mock.AI Production Generator,"['comedk', 'dbms', 'medium', 'match-the-following']",2026-05-01T05:44:55.643462+00:00,2026-05-01T05:44:55.643462+00:00,92bd91d159be3a512316f50b9e58b5c52a78279d9070b1a7f43cf12414ec2c7a
KCET_2026_0000003,KCET,Engineering,KEA,India,Karnataka,2026,Mathematics,Calculus,Derivatives,Hard,Evaluate,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,4,1,90,English,Mock.AI Production Generator,"['kcet', 'mathematics', 'hard', 'assertion-reason']",2026-05-01T05:44:55.643530+00:00,2026-05-01T05:44:55.643530+00:00,a6eeebbce9b140cb9247fe5866910a819e88ca201b78fc2b3c1c942a18d4e153
JEE_MAIN_2026_0000002,JEE Main,Engineering,NTA,India,,2026,Physics,Mechanics,Newton Laws,Easy,Remember,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=56, B=55, C=48 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",A,"अधिकतम मान 56 है, इसलिए शाखा A सही है।",3,0.5,120,Hindi,Mock.AI Production Generator,"['jee-main', 'physics', 'easy', 'case-study-questions']",2026-05-01T05:44:55.643602+00:00,2026-05-01T05:44:55.643602+00:00,2d0fc5d5b1b5dac97e33c5eafbbfe633fdf651f110a16379a38556aa2a5e92bc
AP_EAMCET_2026_0000003,AP EAMCET,Engineering,APSCHE,India,Andhra Pradesh,2026,Economics,Banking,Repo Rate,Easy,Remember,Match the following,"मिलान कीजिए: (A) CPU, (B) RAM, (C) HDD और (1) संग्रहण, (2) प्रसंस्करण, (3) अस्थायी मेमोरी।","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,Hindi,Mock.AI Production Generator,"['ap-eamcet', 'economics', 'easy', 'match-the-following']",2026-05-01T05:44:55.643646+00:00,2026-05-01T05:44:55.643646+00:00,7a9da529bd1c294a7abb87c380bef493cf031694816e528c379ac46f9ba35ac8
NEET_PG_2026_0000001,NEET PG,Medical,NBE,India,,2026,Data Structures,Graphs,BFS,Medium,Analyze,Match the following,"मिलान कीजिए: (A) CPU, (B) RAM, (C) HDD और (1) संग्रहण, (2) प्रसंस्करण, (3) अस्थायी मेमोरी।","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,Hindi,Mock.AI Production Generator,"['neet-pg', 'data-structures', 'medium', 'match-the-following']",2026-05-01T05:44:55.643798+00:00,2026-05-01T05:44:55.643798+00:00,836a4d6a3a28c7e48ad0c53942cccaff177b6f4f4bb5579183610176abc63e93
JIPMER_2026_0000001,JIPMER,Medical,JIPMER,India,Puducherry,2026,AI,Knowledge Representation,Logic,Hard,Create,Match the following,"मिलान कीजिए: (A) CPU, (B) RAM, (C) HDD और (1) संग्रहण, (2) प्रसंस्करण, (3) अस्थायी मेमोरी।","['A-2, B-3, C-1', 'A-1, B-3, C-2', 'A-2, B-1, C-3', 'A-3, B-2, C-1']","A-2, B-3, C-1","CPU performs processing, RAM is temporary memory, HDD is storage.",2,0.5,80,Hindi,Mock.AI Production Generator,"['jipmer', 'ai', 'hard', 'match-the-following']",2026-05-01T05:44:55.643868+00:00,2026-05-01T05:44:55.643868+00:00,73176a30eca41278d8f6acc79196179d4a3f5d1c2c2cb9dc901f00b263fe5fd7
PUBLIC_PROSECUTOR_2026_0000002,Public Prosecutor,Judicial,State PSC,India,Various,2026,Reasoning,Logical Reasoning,Syllogism,Medium,Analyze,Fill in the blanks,SQL stands for Structured Query ____.,[],Language,SQL expands to Structured Query Language.,1,0,30,English,Mock.AI Production Generator,"['public-prosecutor', 'reasoning', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.643918+00:00,2026-05-01T05:44:55.643918+00:00,9e539c51a923ac706ab2bf555a8e8b744704e853be3f4f32a5f7248c6dcc982d
JIPMER_2026_0000002,JIPMER,Medical,JIPMER,India,Puducherry,2026,Biology,Physiology,Circulation,Hard,Analyze,True/False,समुद्र तल पर पानी 100 C पर उबलता है।,"['सत्य', 'असत्य']",सत्य,Standard boiling point at 1 atm is 100 C.,1,0,40,Hindi,Mock.AI Production Generator,"['jipmer', 'biology', 'hard', 'true/false']",2026-05-01T05:44:55.643968+00:00,2026-05-01T05:44:55.643968+00:00,fae0a3b7d3ca2bc9d7bb8303f701ee448a0547d0b173c512010540bbf8777897
UPPSC_2026_0000002,UPPSC,State Government,UPPSC,India,Uttar Pradesh,2026,Environment,Climate Change,Mitigation,Easy,Remember,Numerical problems,"यदि एक ट्रेन 96 किमी दूरी 1 घंटे में तय करती है, तो उसकी गति क्या होगी?",[],96.0 km/h,गति = दूरी/समय = 96/1 = 96.0 किमी/घंटा।,1,0,45,Hindi,Mock.AI Production Generator,"['uppsc', 'environment', 'easy', 'numerical-problems']",2026-05-01T05:44:55.644015+00:00,2026-05-01T05:44:55.644015+00:00,3cc549cc5c316331a9649a57a55414d6857d73d2d785ae429af8162e27802d5e
AFCAT_2026_0000002,AFCAT,Defense,Indian Air Force,India,,2026,DBMS,Transactions,ACID,Medium,Understand,Programming questions,Write a Python expression to check if number 5 is even.,[],5 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['afcat', 'dbms', 'medium', 'programming-questions']",2026-05-01T05:44:55.644058+00:00,2026-05-01T05:44:55.644058+00:00,0b8703232d2568597dc27c72ceb54c2f659ce97c9226d12bf82b0e532836b9eb
STATE_POLICE_SI_2026_0000003,State Police SI,Police,State Police Recruitment Board,India,Various,2026,Science,General Physics,Units,Medium,Apply,Diagram-based questions,दिए गए चित्र की सही दर्पण छवि चुनिए।,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,Hindi,Mock.AI Production Generator,"['state-police-si', 'science', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.644095+00:00,2026-05-01T05:44:55.644095+00:00,b7fedeb884e2c7a83de9bf5b0e8c42477027409104c852b2e997cf3e21def434
RRB_GROUP_D_2026_0000004,RRB Group D,Railway,RRB,India,,2026,Computer Networks,OSI Model,Layers,Easy,Remember,Fill in the blanks,RBI is the ____ bank of India.,[],central,RBI is India's central bank.,1,0,30,English,Mock.AI Production Generator,"['rrb-group-d', 'computer-networks', 'easy', 'fill-in-the-blanks']",2026-05-01T05:44:55.644135+00:00,2026-05-01T05:44:55.644135+00:00,29516196d2d6300c4498c6591e78be897d1874c613d9225fc1d9002e48fb9768
NIFT_2026_0000002,NIFT,Entrance,NIFT,India,,2026,Science,General Biology,Nutrition,Medium,Analyze,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=74, B=53, C=78 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",C,"अधिकतम मान 78 है, इसलिए शाखा C सही है।",2,0.5,120,Hindi,Mock.AI Production Generator,"['nift', 'science', 'medium', 'case-study-questions']",2026-05-01T05:44:55.644179+00:00,2026-05-01T05:44:55.644179+00:00,72d3bef68c24372219671c40d9cea6f9f264e4d6817f1e9da88a666472b6d312
LIC_AAO_2026_0000001,LIC AAO,Insurance,LIC,India,,2026,Reasoning,Puzzles,Arrangement,Medium,Understand,Fill in the blanks,RBI भारत का ____ बैंक है।,[],केंद्रीय,RBI भारत का केंद्रीय बैंक है।,1,0,30,Hindi,Mock.AI Production Generator,"['lic-aao', 'reasoning', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.644217+00:00,2026-05-01T05:44:55.644217+00:00,da798a51b77bc899aa7c7e0d8d93c8ac38349dbbda0edb141a29f6f767c8fd22
NID_2026_0000002,NID,Entrance,NID,India,,2026,Geography,Physical Geography,Earthquakes,Easy,Apply,Case study questions,"A bank report shows branch deposits (in crore): A=83, B=66, C=70. Which branch has the highest deposits?","['A', 'B', 'C']",A,"Maximum value is 83, so branch A is correct.",3,0.5,120,English,Mock.AI Production Generator,"['nid', 'geography', 'easy', 'case-study-questions']",2026-05-01T05:44:55.644256+00:00,2026-05-01T05:44:55.644256+00:00,d194e43b20c03e4ac31467b71ddfe1dcc04386499e496b5191ab6e463fadedc8
SSC_JE_2026_0000002,SSC JE,Government,SSC,India,,2026,Current Affairs,Economy,Policy Updates,Easy,Apply,Programming questions,संख्या 16 के सम होने की जांच के लिए Python अभिव्यक्ति लिखिए।,[],16 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,Hindi,Mock.AI Production Generator,"['ssc-je', 'current-affairs', 'easy', 'programming-questions']",2026-05-01T05:44:55.644297+00:00,2026-05-01T05:44:55.644297+00:00,9b59c2542c720fcaa62562ad54c56e3c656c23010e2c188d767f20ee35615f0f
KPSC_2026_0000002,KPSC,State Government,KPSC,India,Karnataka,2026,Economics,Banking,Repo Rate,Easy,Understand,Diagram-based questions,दिए गए चित्र की सही दर्पण छवि चुनिए।,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,Hindi,Mock.AI Production Generator,"['kpsc', 'economics', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.644332+00:00,2026-05-01T05:44:55.644332+00:00,8fed5dda4f27c826085d6a2ee6dafa8bcb095ce20094404b411606df9d5ed76b
UPSC_CDS_2026_0000002,UPSC CDS,Defense,UPSC,India,,2026,Science,General Physics,Units,Easy,Understand,Case study questions,"एक बैंक रिपोर्ट में शाखा जमा (करोड़ में) A=62, B=89, C=68 हैं। सबसे अधिक जमा किस शाखा में है?","['A', 'B', 'C']",B,"अधिकतम मान 89 है, इसलिए शाखा B सही है।",3,0.5,120,Hindi,Mock.AI Production Generator,"['upsc-cds', 'science', 'easy', 'case-study-questions']",2026-05-01T05:44:55.644379+00:00,2026-05-01T05:44:55.644379+00:00,6b5c46b88f80535ab7956daf7625fdd2f7e2a07944cdb5ce591879438fb5faa7
IBPS_PO_2026_0000001,IBPS PO,Banking,IBPS,India,,2026,Operating Systems,Memory,Paging,Easy,Remember,Assertion-Reason,कथन (A): रेपो रेट ऋण दरों को प्रभावित करती है। कारण (R): रेपो रेट वह दर है जिस पर RBI वाणिज्यिक बैंकों को उधार देता है।,"['A और R दोनों सही हैं और R, A की सही व्याख्या है', 'A और R दोनों सही हैं पर R, A की सही व्याख्या नहीं है', 'A सही है पर R गलत है', 'A गलत है पर R सही है']","A और R दोनों सही हैं और R, A की सही व्याख्या है",Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,Hindi,Mock.AI Production Generator,"['ibps-po', 'operating-systems', 'easy', 'assertion-reason']",2026-05-01T05:44:55.644419+00:00,2026-05-01T05:44:55.644419+00:00,9bd057d6dbfbaf66f289e13ad238d22bf485f4f37a2ea7ff9089c57a15f5e56b
CIVIL_JUDGE_2026_0000003,Civil Judge,Judicial,State Judicial Service,India,Various,2026,Data Structures,Graphs,BFS,Easy,Understand,MCQ,10 + 8 का मान क्या है?,"['19', '18', '17', '24']",18,योग = 10 + 8 = 18।,1,0.25,30,Hindi,Mock.AI Production Generator,"['civil-judge', 'data-structures', 'easy', 'mcq']",2026-05-01T05:44:55.644480+00:00,2026-05-01T05:44:55.644480+00:00,2119affad84715e5dcdb27e344508472ea29988636bb2ce05e0e080b194c5dbc
UPSC_CAPF_2026_0000003,UPSC CAPF,Government,UPSC,India,,2026,Polity,Constitution,Fundamental Rights,Medium,Analyze,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['upsc-capf', 'polity', 'medium', 'assertion-reason']",2026-05-01T05:44:55.644516+00:00,2026-05-01T05:44:55.644516+00:00,950c61e4eaa1e829f4ca70cff877b88601ed0bb27b24745698e1a55309637638
RRB_GROUP_D_2026_0000005,RRB Group D,Railway,RRB,India,,2026,Biology,Physiology,Circulation,Medium,Analyze,Programming questions,Write a Python expression to check if number 15 is even.,[],15 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['rrb-group-d', 'biology', 'medium', 'programming-questions']",2026-05-01T05:44:55.644553+00:00,2026-05-01T05:44:55.644553+00:00,e7a4341161922f3c05fe3960de53d24cf70308b5ab87a022496550cc2c1255ec
SBI_PO_2026_0000001,SBI PO,Banking,SBI,India,,2026,AI,Knowledge Representation,Logic,Easy,Remember,True/False,CPU का पूर्ण रूप Central Process Unit है।,"['सत्य', 'असत्य']",असत्य,सही पूर्ण रूप Central Processing Unit है।,1,0,25,Hindi,Mock.AI Production Generator,"['sbi-po', 'ai', 'easy', 'true/false']",2026-05-01T05:44:55.644589+00:00,2026-05-01T05:44:55.644589+00:00,22c1c5427e696fbbb97f830081f0a7eac446cc87753478a2df0c74f57c4e2dce
CS_2026_0000002,CS,Entrance,ICSI,India,,2026,Algorithms,Sorting,Complexity,Medium,Apply,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['cs', 'algorithms', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.644626+00:00,2026-05-01T05:44:55.644626+00:00,d75a1c32f367488ead13ee4f9a4a452201816fc83fe5b7fd7f7cc4dc407a95fd
SSC_CHSL_2026_0000002,SSC CHSL,Government,SSC,India,,2026,Computer Science,Computer Fundamentals,Memory,Easy,Understand,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['ssc-chsl', 'computer-science', 'easy', 'diagram-based-questions']",2026-05-01T05:44:55.644660+00:00,2026-05-01T05:44:55.644660+00:00,2f0e56489e424c2789f580112e514669c93f83c2b862134017d64fae4b98bf16
VITEEE_2026_0000001,VITEEE,Engineering,VIT,India,,2026,Economics,Macroeconomics,GDP,Medium,Analyze,Diagram-based questions,Select the correct mirror image of the given figure.,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,English,Mock.AI Production Generator,"['viteee', 'economics', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.644693+00:00,2026-05-01T05:44:55.644693+00:00,0fa892f4e8553131cf16a908b18a56d2797a8088065edf028e744713295fc607
RRB_ALP_2026_0000004,RRB ALP,Railway,RRB,India,,2026,ML,Model Validation,Cross Validation,Medium,Understand,Diagram-based questions,दिए गए चित्र की सही दर्पण छवि चुनिए।,"['Option A', 'Option B', 'Option C', 'Option D']",Option B,Option B correctly preserves mirrored orientation.,2,0.5,70,Hindi,Mock.AI Production Generator,"['rrb-alp', 'ml', 'medium', 'diagram-based-questions']",2026-05-01T05:44:55.644727+00:00,2026-05-01T05:44:55.644727+00:00,5757902a038924faa8ad8f8c94973c00e887267c5656c8560f05a92c715af749
SSC_JE_2026_0000003,SSC JE,Government,SSC,India,,2026,Operating Systems,Memory,Paging,Medium,Understand,Fill in the blanks,The capital of India is ____.,[],New Delhi,New Delhi is the national capital.,1,0,30,English,Mock.AI Production Generator,"['ssc-je', 'operating-systems', 'medium', 'fill-in-the-blanks']",2026-05-01T05:44:55.644762+00:00,2026-05-01T05:44:55.644762+00:00,83769d9bda008c61a712db129dcacc4e2518253fb89d29ac68e2d15bbe205a9a
IBPS_CLERK_2026_0000004,IBPS Clerk,Banking,IBPS,India,,2026,ML,Model Validation,Cross Validation,Medium,Apply,Programming questions,Write a Python expression to check if number 48 is even.,[],48 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['ibps-clerk', 'ml', 'medium', 'programming-questions']",2026-05-01T05:44:55.644797+00:00,2026-05-01T05:44:55.644797+00:00,e83bb5ca78b5fcb89dca37b5961fddb261a947fe353903969077e0c956f4366c
BPSC_2026_0000003,BPSC,State Government,BPSC,India,Bihar,2026,Quantitative Aptitude,Percentage,Basic Percentage,Easy,Remember,Programming questions,Write a Python expression to check if number 23 is even.,[],23 % 2 == 0,A number is even if remainder with 2 is zero.,2,0,120,English,Mock.AI Production Generator,"['bpsc', 'quantitative-aptitude', 'easy', 'programming-questions']",2026-05-01T05:44:55.644831+00:00,2026-05-01T05:44:55.644831+00:00,bf46986542e829839bc87a717abe17143a91cea1eb14f81f1727426a490ab90f
SSC_JE_2026_0000004,SSC JE,Government,SSC,India,,2026,Geography,Human Geography,Population,Easy,Remember,Assertion-Reason,Assertion (A): Repo rate affects lending rates. Reason (R): Repo rate is the rate at which RBI lends to commercial banks.,"['Both A and R are true and R is the correct explanation', 'Both A and R are true but R is not the correct explanation', 'A is true but R is false', 'A is false but R is true']",Both A and R are true and R is the correct explanation,Repo rate is a policy signal that propagates to loan pricing.,2,0.5,90,English,Mock.AI Production Generator,"['ssc-je', 'geography', 'easy', 'assertion-reason']",2026-05-01T05:44:55.644865+00:00,2026-05-01T05:44:55.644865+00:00,fd1e750658cad05636db00107ccf558eeb1af63dae784100b38d7da21c376e89
LIC_AAO_2026_0000002,LIC AAO,Insurance,LIC,India,,2026,Operating Systems,Processes,Scheduling,Medium,Apply,MCQ,What is the value of 108 + 90?,"['203', '196', '198', '199']",198,Sum = 108 + 90 = 198.,2,0.25,50,English,Mock.AI Production Generator,"['lic-aao', 'operating-systems', 'medium', 'mcq']",2026-05-01T05:44:55.644910+00:00,2026-05-01T05:44:55.644910+00:00,6d4de72b3e49bf5dde68be7f4b4df11bfcbc15a67b9e5950dbc7ead482d32baf
IDBI_EXECUTIVE_2026_0000002,IDBI Executive,Banking,IDBI,India,,2026,DBMS,SQL,Queries,Medium,Understand,Numerical problems,"If a train travels 399 km in 10 hours, find the speed.",[],39.9 km/h,Speed = distance/time = 399/10 = 39.9 km/h.,2,0.5,75,English,Mock.AI Production Generator,"['idbi-executive', 'dbms', 'medium', 'numerical-problems']",2026-05-01T05:44:55.644954+00:00,2026-05-01T05:44:55.644954+00:00,7e6f329cefabbd42dbea0705cbdb66a5953d17a1ff1bc5f4bb3047c0f6800bf0
IDBI_EXECUTIVE_2026_0000003,IDBI Executive,Banking,IDBI,India,,2026,Biology,Genetics,DNA,Hard,Create,True/False,"In a BST, inorder traversal returns sorted keys.","['True', 'False']",True,BST inorder traversal yields sorted order.,1,0,40,English,Mock.AI Production Generator,"['idbi-executive', 'biology', 'hard', 'true/false']",2026-05-01T05:44:55.644990+00:00,2026-05-01T05:44:55.644990+00:00,a7bb2d36e6230b6366ce3034bef029709ffa2e6c0d6f03290311362ec439168e
